e5cff6d1-df53-45b5-9668-a60870fa9e63,ba12d364-9b1f-48c5-9ddc-7e68b40df076,t,100402716,Loews Hollywood Hotel,"Welcome to Loews Hollywood. At Loews, you really are staying in the heart of all the fun. Our fifth-story heated pool and terrace is the place to grab some sun while you marvel at the surroundings. If a serious workout is on the agenda, take time to hit the weights or do some cardio in our sun-soaked Fitness Center. For those who must work, we have a 24-hour FedEx Business Center at the ready. Right next door to Loews Hollywood is the famous Hollywood & Highland. It’s a great choice for shopping, people-watching, or enjoying a few games of bowling. This is also the home of the famous Dolby Theatre, the home of the Academy Awards. Love hoops? You’ll want to check out a Lakers game. No matter how you choose to spend your time here, we hope you’ll come back and be our guest again, and again. At Loews Hollywood, we look forward to welcoming you and your pup with our world-class service and stylish accommodations.",1755 N Highland Ave,90028,Hollywood,4.30,"{1,3,4,6,10,13}",97d23426f1bfa845c379a2b2faa56462.jpg,"{97d23426f1bfa845c379a2b2faa56462.jpg,1423994db5849177f03b262cbf4b8670.jpg,8b040df0941504b94ac24c430e599890.jpg,e3c8af77d978bae83a1d9ec2086e5f5a.jpg,de3687275ce6b95b46e1d416d0c39072.jpg,bc59836d575e6d0591498d0f5c10945e.jpg,54df8bfa678732aa0a0e198a8513746e.jpg,1eedc9147682600ad65e0fe2a54615b9.jpg,167d57892a6a55587fc3bd27e2b9aae2.jpg,1318b67fa6f97b5f458da0a804798798.jpg,0baa6a8a6a19dd6791c7ddcdfe485373.jpg,fc26bc108beaad9861d8ec31dbcb6ca3.jpg,f7d0b993382663d4846d6d3f22a98211.jpg,92fb7e73c112d5fade4b83be05bef08c.jpg,76f92ef9e5968d0d480f885eaa5226e7.jpg,4db171e05e3063c25d55f034b842382a.jpg,44365eb094b3be1f29a0dbdbd9abc778.jpg,2f2508ce2485f15a733fbc772af1c964.jpg,29e87f7f531a3ee8748b1f4eea3e0b19.jpg,f8b2634ed7e4346bba1c237212f6b850.jpg,ea425ea518f0d89da711bf7e40a2ab87.jpg,e3bdf496ddaf84f3d6b9708d24a3168a.jpg,d48735601d3e7b8d2ca2d9c7d4818169.jpg}",t,2021-11-24 19:23:04.451365+00,2022-10-18 00:59:47.203+00,Loews Hollywood,ChIJt7LZSiK_woARBaWxpdQbeYU,"Reserve now, pay later",You save $100 in fees with Romingo,You are receiving the best rate guaranteed,"{""desc"": ""Loews Hollywood Hotel&nbsp;welcomes two pets up to 75 lbs for an additional fee of $100 per stay."", ""perPet"": false, ""breakup"": {""365"": 100}, ""maxPets"": 2, ""perNight"": false, ""maxWeightPerPetInLBS"": 75}",pet-friendly-hotels-los-angeles-lowes-hollywood-hotel,10,0,,,1
d7da8ce3-56e1-4e76-a673-f151b005963b,e59740b1-2ac7-4fbb-9e37-8435519b1e36,f,100399108,Larkspur Landing Sacramento,"Located within walking distance of pet-friendly parks and trails, Larkspur Landing Sacramento Hotel is an ideal pet-friendly retreat. There is no breed restriction as their pet policy welcomes two pets (cats or dogs) up to 60 lbs for an additional fee of $75 per stay. By booking with Romingo, you'll pay a $0 pet fee and can bring dogs weighing up to 75 lbs. Pets are permitted in all rooms and accessories including beds, bowls, and treats are provided at check-in. ",555 Howe Ave,95825,Sacramento,4.10,{},b5b137e3.webp,"{b5b137e3.webp,82ff8149.webp,d0768c77.webp,97d251b7.webp,794d22bd.webp,4598a77e.webp,45875793.webp,410894c6.webp,44a0ff2a.jpeg,0092def2.webp,28891cde.webp,44a0ff2a.jpeg,45831605.webp,4598a77e.webp,a1099259.webp,""a66c85c0 (1).webp"",f7999849.jpeg,ded41ad1.webp,01812906.webp,230faa39.webp,459e51c9.webp,5e59706e.jpeg,ef075516.webp,d4ffecdc.webp,b499c9b6.webp}",f,2022-04-07 16:56:27.693932+00,2022-12-01 03:35:03.443+00,Larkspur Landing Sacramento,ChIJzfG68VvamoARFAgaInHKwQ8,"Reserve now, pay later",You save $75 in fees with Romingo,You are receiving the best rate guaranteed,"{""desc"": ""With an extensive array of complimentary services and amenities, Larkspur Landing Sacramento hotel is a comfortably inviting place to stay for both business and pleasure. Feel rested and relaxed in our all-suite room accommodations with fully equipped kitchen, spacious living room area, and plush bedding. And feel genuinely taken care of with such thoughtful touches as our free grocery shopping service and coffee and cookies, served up fresh daily.\n\nDuring your stay at our Sacramento hotel, discover California’s historic capital—often called America’s most diverse city. For those on business, we’re centrally located to the bustling downtown area and California State University Sacramento campus. And for vacationers wanting to visit everywhere from our charming Old Town to San Francisco or Lake Tahoe, we’re the perfect choice. No matter what brings you here, our staff always looks forward to welcoming you back at our Sacramento hotel—and your home away from home."", ""perPet"": false, ""breakup"": {""365"": 75}, ""maxPets"": 2, ""perNight"": false, ""totalPrice"": 75, ""maxWeightPerPetInLBS"": 60}",pet-friendly-hotels-sacramento-larkspur-landing-sacramento,10,0,Sacramentoll@larkspurhotels.com,sacllsales@larkspurhotels.com,1
862ad750-83c0-4260-8f20-91db6d8b6db3,ba12d364-9b1f-48c5-9ddc-7e68b40df076,f,100216140,Marina Del Rey Hotel,"The Marina del Rey Hotel is a pet-friendly hotel that allows both dogs and cats. Pet fees associated with having a pet at the hotel vary depending on the size of your pet, with discounts for service animals. There is a $50 per night fee for each pet, charged at check out. However, Romingo users will pay no pet fees at all. The Marina Del Rey Hotel also offers a variety of amenities for guests with pets, such as special bedding and food bowls for no more than 2 pets in a room.",13534 Bali Way,90292,Marina Del Rey,4.30,"{2,5,1,4,15}",marinadelrey-gallery-27-5ee3d21fe0537.jpeg,"{marinadelrey-gallery-27-5ee3d21fe0537.jpeg,marinadelrey-gallery-02-5ee3cef09b03e.jpeg,marinadelrey-gallery-16-5ee3d128d007c.jpeg,marinadelrey-gallery-26-5ee3d2061d7b4.jpeg,marinadelrey-gallery-46-5ee3d3f6cd159.jpeg,marinadelrey-gallery-17-5ee3d13d5bade.jpeg,marinadelrey-gallery-05-5ee3cedb069b8.jpeg,marinadelrey-gallery-04-5ee3ced8c7bef.jpeg,marinadelrey-gallery-46-5ee3d3f6cd159.jpeg,marinadelrey-gallery-32-5ee3d28e55765.jpeg,marinadelrey-gallery-31-5ee3d26832a1d.jpeg,marinadelrey-gallery-28-5ee3d23520979.jpeg,marinadelrey-gallery-30-5ee3d258397da.jpeg,marinadelrey-gallery-18-5ee3d15764424.jpeg,marinadelrey-gallery-14-5ee3d107bacc4.jpeg,marinadelrey-gallery-10-5ee3d08ec4465.jpeg,marinadelrey-gallery-07-5ee3d04d0c8df.jpeg,marinadelrey-gallery-09-5ee3d084d40ef.jpeg,marinadelrey-gallery-06-5ee3d040dc23c.jpeg,marinadelrey-gallery-03-5ee3cef32f260.jpeg,marinadelrey-gallery-01-5ee3cee21ec3c.jpeg,marinadelrey-gallery-08-5ee3d060184ef.jpeg}",f,2021-11-24 19:23:04.451365+00,2022-11-23 03:31:24.462+00,Marina del Rey,ChIJiSBrF2G6woARCZ4CwoQfGDE,"Reserve now, pay later",You save $70 in fees with Romingo,You are receiving the best rate guaranteed,"{""desc"": ""Welcome to picturesque Marina del Rey—one of LA’s most soothing, sought-after neighborhoods. Our sleek hotel is situated directly in front of the harbor, just a stroll or bike ride from Venice Beach. Enjoy a dip in the pool, then dine over calming waterfront views—front and center for that West Coast sunset. Expect a tranquil coastal experience for your stay in Los Angeles. Our unique waterfront hotel in Los Angeles features 164 boutique hotel rooms near Venice Beach, an award-winning restaurant, and a heated infinity pool with marina views. With nostalgic photos in the corridors and West Coast sunsets out your window, expect a stay that is fully imbued with the spirit of Southern California."", ""perPet"": true, ""breakup"": {""365"": 50}, ""maxPets"": 2, ""perNight"": true, ""totalPrice"": 50, ""maxWeightPerPetInLBS"": null}",pet-friendly-hotels-los-angeles-marina-del-ray-hotel,3,0,,,1
1ec14fda-381e-436b-892e-1e4385ff6a54,ba12d364-9b1f-48c5-9ddc-7e68b40df076,f,100436992,Andaz West Hollywood,Andaz West Hollywood is pet friendly; pet owners who don't book through Romingo are required to pay a pet fee of $100 per stay. There is a limit of two pets per room with a weight limit of 75 lbs per pet. Dogs are allowed in public areas as long as they are on a leash or in a carrier. There is a dog park across from the hotel.,8401 Sunset Blvd,90069,West Hollywood,4.50,{},a05d0b3a.webp,"{a05d0b3a.webp,LAXSS-P0476-Exterior-Hills-View.16x9.webp,914681cb.jpg,be825673.webp,Andaz-West-Hollywood-P234-Hillside-King.16x9.webp,Andaz-West-Hollywood-P232-Double-Queen.16x9-1.webp,Andaz-West-Hollywood-P235-Sunset-View-King.16x9.webp,w2995h4501x0y0-b28f1e1b.webp,w3060h2400x0y0-a3ed2d04.webp,d9383faf.webp,7ca4be8c.webp,1c3df2e6.webp,w2995h4501x0y0-b28f1e1b.webp,5f0adef3.webp}",f,2022-11-03 17:30:53.679862+00,2022-11-23 17:15:02.863+00,Andaz West Hollywood,ChIJS6UWT76-woARaD0oyY3BYiU,"Reserve now, pay later",You save $100 in fees with Romingo,You save $100 in fees with Romingo,"{""desc"": ""As the first hotel on the Sunset Strip, Andaz West Hollywood attracted legendary rockers in the mid-60s. It now serves as an eclectic gateway to Hollywood, Beverly Hills, and other fashionable neighborhoods. Elevate your LA experience at this iconic property reimagined for modern day."", ""breakup"": {""365"": 100}, ""maxPets"": 2, ""totalPrice"": 100, ""maxWeightPerPetInLBS"": 75}",pet-friendly-hotels-los-angeles-andaz-west-hollywood,1,0,"","",1
440ebd39-065c-4250-a9c1-f4c6b8ac600d,6489f174-caa5-448b-99b3-158b4f853979,f,102100333,Hyatt Regency Portland,"Stay steps from the bustling Oregon Convention Center or the Moda Center with a room at our Gold LEED certified hotel centrally located in the Lloyd District. Walk to high-end eateries and breweries nearby, or head across the river to see local landmarks like the International Rose Test Garden.",375 NE Holladay St,97232,Downtown,4.40,{},a0d07779.webp,"{a0d07779.webp,0f56e540.webp,e2cc826f.webp,ff62605e.webp,eaaad2e3.webp,abbd9c7f.webp,dc8d434b.webp,8bbb6751.jpg,a384205f.webp,7d6bbcf1.webp,70590a9d.webp,62bbda1e.webp,50783658.webp,59bb4e86.webp,4d764191.jpg,3343faa2.jpg,20bd63ef.webp,09ffe9ae.webp,19360864.webp,5244f517.webp,f48fd88a.webp}",t,2022-04-07 16:43:20.23933+00,2022-10-31 17:15:14.216+00,Hyatt Regency Portland,ChIJN8XKcK2glVQRWSCC6Hi87tI,"Reserve now, pay later",You save $100 in fees with Romingo,You are receiving the best rate guaranteed,"{""desc"": ""Hyatt Regency Portland welcomes up to two dogs up to 100 pounds together for an additional fee of $100 for stays up to six nights."", ""perPet"": false, ""breakup"": {""6"": 100, ""365"": -1}, ""maxPets"": 2, ""perNight"": false, ""maxWeightPerPetInLBS"": 100}",pet-friendly-hotels-poprtland-hyatt-regency-portland,1,0,,,1
3d368a60-159b-45b1-8659-655ebce73af9,15960a9c-5383-4fc7-9181-8adbf5ca60e2,t,100042000,Aloft Tucson University,"Aloft Tucson University is a pet-friendly hotel located a few minutes from downtown Tucson. Two dogs with a combined weight of 50 pounds are welcome at no additional charge, though Romingo users can bring two dogs weighing up to 75 lbs each. The staff love pets staying at the hotel but you are not allowed to leave a dog unattended in a room. Treats, beds, and bowls are available for dogs, and they are welcome to walk around the property on a leash.",1900 E Speedway Blvd,85719,Tucson University,4.10,{},d850385a (1).webp,"{""d850385a (1).webp"",cfe4fd7f.webp,d850385a.webp,da5a53eb.webp,7efc07af.webp,156c3f2f.webp,5501b1d2.webp,5563a988.jpg,621a9580.webp,77d9b038.webp,90ffb421.webp,af01dca4.webp,bcf0a8f1.webp,bd6dcc5c.webp,6b5ddc75.jpg,c8a2422b.webp,c3fbf109.webp,b7623a44.jpg,ac14e258.webp}",f,2022-11-04 22:32:33.355186+00,2022-11-24 00:46:51.032+00,Aloft Tucson University,ChIJ8dtL365x1oYRvoqzzGa2Jgk,Reserve now pay later,Pets are welcome no fee,Pets are welcome no fee,"{""desc"": ""Trendy style blends with a convenient location at Aloft Tucson University. Our hotel is walking distance from the University of Arizona campus and Banner - University Medical Center Tucson. From the hotel you can catch the Tucson Streetcar for easy access to downtown, or a easy drive to Kino Sports Complex or the Tucson International Airport. You can also grab a delicious snack or beverage all day long at our 24-hour Re:fuel pantry. In your room, relax, recharge and enjoy our free high-speed Wi-Fi and premium movie channels. Our plush beds provide a peaceful night's sleep so you'll be refreshed when you wake up. During downtime, stop by our outdoor pool to get in your regular exercise routine. Host a corporate retreat with our special room block rate. Elevate your vacation or business gathering and make your Arizona trip memorable with a stay at Aloft Tucson University."", ""breakup"": {""365"": 0}, ""maxPets"": 2, ""maxWeightPerPetInLBS"": 25}",pet-friendly-hotels-tucson-aloft-tucson-university,1,0,"","",1
b548467c-ef5f-4566-b3d2-c4f0f86f50ed,505f1a17-4675-42d3-b97f-2652629f1c8e,f,100257532,Hyatt Place Colorado Springs Garden of the Gods,"Hyatt Place Colorado Springs Garden of the Gods is a pet-friendly destination situated in the midst of a striking natural landscape. Guests staying 1-6 nights are subject to a non-refundable $75 pet fee. Pet owners staying for up to 30 days are also charged an additional $100 cleaning fee as per the hotel's pet policy. Book with Romingo to waive these extra charges. Rooms can accommodate a maximum of two dogs weighing 50 lbs each, or two dogs weighing 75 lbs each for Romingo users.",503 Garden of the Gods Rd,80907,Northeast,4.20,{},9a885a14.webp,"{e93d40d8.webp,cc0cd17d.webp,425ca376.webp,95c2fe3e.webp,375fd900.webp,2fbab317.webp,3bb3e4b7.webp,37e77c2c.webp,w5616h3738x0y0-5c744455.webp,ef8ec298.webp,c487a1e0.webp,6fe7087f.webp,65f2a34a.webp,eb07fef7.jpg,ae8243b6.webp}",f,2022-11-17 18:01:58.800844+00,2022-11-24 00:52:21.745+00,Hyatt Place Colorado Springs Garden of the Gods,ChIJgcYTDhhFE4cRZ-5jYFY3Nwo,Save in fees!,Save in fees!,Save in fees!,"{""desc"": ""Hyatt Place Colorado Springs / Garden of the Gods is in the heart of a region with year-round activities. Our family- and pet-friendly hotel is near Garden of the Gods Park, the Broadmoor Seven Falls, Cheyenne Mountain Zoo, University of Colorado, Colorado Springs, the U.S. Air Force Academy, and other area destinations. Relax in your spacious, comfortable room, complete with a lounging area outfitted with a Cozy Corner with sleeper sofa. Select rooms feature Pikes Peak views."", ""breakup"": {""6"": 75, ""12"": 175, ""18"": 175, ""24"": 175, ""30"": 175}, ""maxPets"": 2, ""totalPrice"": 75, ""maxWeightPerPetInLBS"": 50}",pet-friendly-hotels-colorado-springs-hyatt-place-colorado-springs-garden-of-the-gods,1,0,"","",1
f747de35-75b8-46eb-ac2d-993ac1f738cf,ba12d364-9b1f-48c5-9ddc-7e68b40df076,t,100028298,Loews Santa Monica Beach Hotel,"Welcome to Loews Santa Monica Beach Hotel. Where the coast meets the city, Loews Santa Monica Beach Hotel is at the center of it all. Our beachfrontoasis serves up the sun, sand, surf, and a taste of Southern California living at its finest. With all the iconic attractions at our doorstep and the Pacific Ocean as our backyard, our stunning destination is the picture-perfect place to sit back, relax and explore. Dive into our award-winning pool overlooking Santa Monica Beach, deemed by LA Magazine as Readers’ Choice “Best Hotel Pool”. Loews Santa Monica Beach Hotel offers 347 luxurious guestrooms, including 21 suites, with rooms featuring oceanfront views, balconies, and fire pits. Our expansive outdoor pool deck provides front row seats to picturesque sunrises and sunsets over the Pacific Ocean, not to mention our 13 cozy fire pits that offer a truly Southern California dining experience. We look forward to welcoming you and your pup at Loews Santa Monica Beach Hotel.",1700 Ocean Ave,90401,Santa Monica,4.40,"{1,3,4,6,10,13}",e6e83bd4cbf415ec33f85e491d7451c9.jpg,"{e6e83bd4cbf415ec33f85e491d7451c9.jpg,a034b801d2983c8de56c5552c1522102.jpg,b9d7538090f2fa37e8f3b29f89ffb1c0.jpg,b9bf273631f5c31e8ba54b100f5109c8.jpg,c3f5a04c9565214183e1f5835713c902.jpg,020358ac4656df7ad36a7b804c6368c4.jpg,26d599f4a4400b4728986e75856a1635.jpg,327272eaa692b5540680e643da15ffc4.jpg,4c5734743135372dbe24d323c3d1df03.jpg,60674fd7bc165e4998572309caa2c81f.jpg,77173de9bcefaa68f5e50a670f889bf3.jpg,6ff38abd8b973b3c4f7d35fe1a154b24.jpg,aedfe86709177ccebca7eb6512cbea8e.jpg,d4edb8c55c0e9b3e478a3e2560d776fe.jpg,eb24dcfd07daa4205532202623d08acf.jpg,ff0f52264a8905276d5f764c22e28b0d.jpg,fad81c7bd39a0d9530a16360f586bc22.jpg,b343285a858e6c757c0afca9a582aefe.jpg,ac3035e2b2b073c09084cdaf995702f7.jpg,99d9a4c803379cc17235d60b59c69048.jpg,aa0f868ffe99f04bee1dac1ad9360223.jpg,87a9cb587d7ec0c9ce6d022a42088e70.jpg,6a5027ed1409e911e0a0ddc46e8c3bea.jpg,1ae3bbe7c758f3776b36d64554560477.jpg,cd7c1d13a8ba56343dda01bf168a3d43.jpg,f7915976c2154c0fa8af617832803661.jpg,de1ec91fefaac3924148a295b396031b.jpg,9751bcbd5e3fb19c58f3d8b01d7a58ab.jpg,34ee4f8f0c5dbdc126d87808e1f9cf8f.jpg,20063a78355851fa35c9b997b0fe20f7.jpg,00280f4e4ca1b64c769c8c774e5e26a1.jpg}",t,2021-11-24 19:23:04.451365+00,2022-10-18 01:00:03.327+00,Loews Santa Monica,ChIJRTxsl9akwoARthBbxPpc6Jo,"Reserve now, pay later",You save $200 in fees with Romingo,You are receiving the best rate guaranteed,"{""desc"": ""Loews Santa Monica Beach Hotel charges a one-time pet registration fee of $200 per stay. Note: Loews Hotels limits the number of pets to two (2) per room, per stay."", ""perPet"": false, ""breakup"": {""365"": 200}, ""maxPets"": 2, ""perNight"": false, ""maxWeightPerPetInLBS"": -1}",pet-friendly-hotels-los-angeles-lowes-santa-monica-beach-hotel,10,0,,,1
a7493bef-3dd1-4248-b70b-220d220a68cf,6f2cf61f-c769-47d9-9e46-90c5664b60b1,f,100409886,"Hotel Republic San Diego, Autograph Collection","Autograph Collection Hotel Republic San Diego is a pet-friendly hotel in San Diego, located in Little Italy. Guests at the Hotel Republic are welcome to bring up to two pets (50 pounds max) per room. A pet fee of $100 per room per stay applies. Breed restrictions apply, so please contact the hotel for more information. The hotel offers a variety of amenities and services that cater to pets, from spacious rooms that are perfect for accommodating larger animals to a convenient pet walking service.",421 W B St,92101,Downtown,4.30,"{1,4,6}",dec1ab82.webp,"{dec1ab82.webp,1ffa6e79.webp,f91c33e0.webp,df1451d6.webp,e2849335.webp,e88814b5.webp,c2a0d130.webp,c4876be9.webp,b40b4b2a.avif,b0cec36f.webp,a1e2c4b8.webp,51505aaa.webp,5b3b772e.webp,0f7317a7.webp,08f8ed42.jpg,0c7a1c57.webp,02da4167.webp,08dd87e1.webp,08ebc277.webp,09d8c959.webp,16895ff1.webp,24be80b9.webp,31334e07.webp,408146aa.webp,88833ab2.webp,bd5dfdbf.webp,c811adb8.webp,ccbaed7c.webp}",f,2021-11-24 19:23:04.451365+00,2022-11-09 21:16:12.793+00,Autograph Hotel Collection Republic Hotel San Diego,ChIJ3-OPMaZU2YAR0HXi80dexvU,"Reserve now, pay later",You save $100 in fees with Romingo,You are receiving the best rate guaranteed,"{""desc"": ""Hotel Republic San Diego, Autograph Collection offers everything you need for an unforgettable coastal California getaway. Embrace excitement just steps from our hotel, courtesy of our convenient location. Dance the night away among Victorian architecture at the Gaslamp Quarter, a premier entertainment district, and explore the vibrant restaurant scene in nearby Little Italy. After exploring the city, retreat to serene accommodations with flat-screen TVs, sleek workstations and sweeping views of downtown San Diego. When hunger strikes, delight in the convenience of room service, or indulge in flavorsome cuisine and refreshing cocktails at our two restaurants. During your down time, work up a sweat at our 24-hour fitness center. Hotel Republic San Diego, Autograph Collection invites you to escape the ordinary."", ""perPet"": false, ""breakup"": {""365"": 100}, ""maxPets"": 2, ""perNight"": false, ""maxWeightPerPetInLBS"": 50}",pet-friendly-hotels-san-diego-hotel-republic,10,0,,,1
0849a436-af5d-4202-b318-f57cd4841cb5,48732f57-bece-4053-a5bf-7f32acc36f54,t,100210446,"Motel 6-Salt Lake City, UT - West - Airport","Motel 6 Salt Lake City West is within walking distance of the Light Rail train and 5 miles from Salt Lake International Airport and the Utah State Fairpark. Visit Park City Ski Area and Deer Valley Skiing, 30 minutes away. Free Wi-Fi in all rooms.",1990 W N Temple St,84116,Airport,3.30,{},m6_192_exterior1.jpeg,"{m6_192_lobby3.jpeg,m6_192_single10.jpeg,m6_192_single11.jpeg,m6_192_double15.jpeg,m6_192_double14.jpeg,m6_192_double13.jpeg,m6_192_bathroom12.jpeg}",t,2022-11-26 20:22:32.322929+00,2022-12-01 18:57:15.635+00,"Motel 6-Salt Lake City, UT - West - Airport", ChIJkf2sE3f0UocRlS4HeNmdqo0,Save in fees!,Save in fees!,Save in fees!,,pet-friendly-hotels-salt-lake-city-motel-6-salt-lake-city-ut-west-airport,10,0,"","",1
